Index,CVE,title,repository,date,Issue_ID
1096,CVE-2022-24771,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2023-0464,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2023-0465,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2022-0235,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2022-24772,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2022-33987,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2020-28928,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2022-38778,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2022-31129,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2022-4304,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1096,CVE-2022-24773,centraldashboard: removed critical vulnerabilities from centraldashboard image Fixes #7098,kubeflow/kubeflow,2023-04-18T19:39:04Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7102
1098,CVE-2023-0215,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-25878,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-4450,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-2097,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2020-15366,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-37434,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2021-3807,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2021-44906,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2020-7746,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-3517,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-24999,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-0122,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2021-23343,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2023-0286,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-24771,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2023-0464,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2023-0465,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-0235,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-24772,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-33987,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2020-28928,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-38778,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-31129,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-4304,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1098,CVE-2022-24773,[centraldashboard]: critical vulnerabilities found in the centraldashboard docker image,kubeflow/kubeflow,2023-04-14T17:53:12Z,https://api.github.com/repos/kubeflow/kubeflow/issues/7098
1099,CVE-2019-12900,CVE-2019-12900 vulnerability detected in public.ecr.aws/j1r0q0g6/notebooks/volumes-web-app:v1.5.0,kubeflow/kubeflow,2022-08-12T14:51:07Z,https://api.github.com/repos/kubeflow/kubeflow/issues/6612
1103,CVE-2021-44228,Critical vulnerability in log4j,kubeflow/kubeflow,2021-12-13T10:28:59Z,https://api.github.com/repos/kubeflow/kubeflow/issues/6243
1110,CVE-2019-12450,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-13133,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2013-7445,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-6551,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-20169,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14528,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14625,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12693,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-12930,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-11815,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12140,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-3846,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-17458,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14172,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-3855,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-5953,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-17682,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-15686,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-8980,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-12931,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-20030,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-12456,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-10124,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-9517,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14341,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14624,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-1000476,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14532,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-1000001,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-8457,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-11487,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14174,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-20836,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-17480,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12674,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-13347,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14626,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12692,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12691,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-6485,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-11068,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12429,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-18273,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12435,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12430,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2019-11810,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-8804,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14062,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12563,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-17914,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-14175,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12424,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2017-12875,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
1110,CVE-2018-14551,Docker image for centraldashboard 0.5.0 has many security issues,kubeflow/kubeflow,2019-06-24T13:51:49Z,https://api.github.com/repos/kubeflow/kubeflow/issues/3531
